replication,mse,tpr,fdp,exact_support_recovery,lambda_used
1,5.0,0.0,0.0,False,0.12696764331132948
2,5.0,0.0,0.0,False,0.12696764331132948
3,5.0,0.0,0.0,False,0.12696764331132948
4,5.0,0.0,0.0,False,0.12696764331132948
5,5.0,0.0,0.0,False,0.12696764331132948
6,5.0,0.0,0.0,False,0.12696764331132948
7,5.0,0.0,0.0,False,0.12696764331132948
8,5.0,0.0,0.0,False,0.12696764331132948
9,5.0,0.0,0.0,False,0.12696764331132948
10,5.0,0.0,0.0,False,0.12696764331132948
11,5.0,0.0,0.0,False,0.12696764331132948
12,5.0,0.0,0.0,False,0.12696764331132948
13,5.0,0.0,0.0,False,0.12696764331132948
14,5.0,0.0,0.0,False,0.12696764331132948
15,5.0,0.0,0.0,False,0.12696764331132948
16,5.0,0.0,0.0,False,0.12696764331132948
17,5.0,0.0,0.0,False,0.12696764331132948
18,5.0,0.0,0.0,False,0.12696764331132948
19,5.0,0.0,0.0,False,0.12696764331132948
20,5.0,0.0,0.0,False,0.12696764331132948
21,5.0,0.0,0.0,False,0.12696764331132948
22,5.0,0.0,0.0,False,0.12696764331132948
23,5.0,0.0,0.0,False,0.12696764331132948
24,5.0,0.0,0.0,False,0.12696764331132948
25,5.0,0.0,0.0,False,0.12696764331132948
26,5.0,0.0,0.0,False,0.12696764331132948
27,5.0,0.0,0.0,False,0.12696764331132948
28,5.0,0.0,0.0,False,0.12696764331132948
29,5.0,0.0,0.0,False,0.12696764331132948
30,5.0,0.0,0.0,False,0.12696764331132948
31,5.0,0.0,0.0,False,0.12696764331132948
32,5.0,0.0,0.0,False,0.12696764331132948
33,5.0,0.0,0.0,False,0.12696764331132948
34,5.0,0.0,0.0,False,0.12696764331132948
35,5.0,0.0,0.0,False,0.12696764331132948
36,5.0,0.0,0.0,False,0.12696764331132948
37,5.0,0.0,0.0,False,0.12696764331132948
38,5.0,0.0,0.0,False,0.12696764331132948
39,5.0,0.0,0.0,False,0.12696764331132948
40,5.0,0.0,0.0,False,0.12696764331132948
41,5.0,0.0,0.0,False,0.12696764331132948
42,5.0,0.0,0.0,False,0.12696764331132948
43,5.0,0.0,0.0,False,0.12696764331132948
44,5.0,0.0,0.0,False,0.12696764331132948
45,5.0,0.0,0.0,False,0.12696764331132948
46,5.0,0.0,0.0,False,0.12696764331132948
47,5.0,0.0,0.0,False,0.12696764331132948
48,5.0,0.0,0.0,False,0.12696764331132948
49,5.0,0.0,0.0,False,0.12696764331132948
50,5.0,0.0,0.0,False,0.12696764331132948
51,5.0,0.0,0.0,False,0.12696764331132948
52,5.0,0.0,0.0,False,0.12696764331132948
53,5.0,0.0,0.0,False,0.12696764331132948
54,5.0,0.0,0.0,False,0.12696764331132948
55,5.0,0.0,0.0,False,0.12696764331132948
56,5.0,0.0,0.0,False,0.12696764331132948
57,5.0,0.0,0.0,False,0.12696764331132948
58,5.0,0.0,0.0,False,0.12696764331132948
59,5.0,0.0,0.0,False,0.12696764331132948
60,5.0,0.0,0.0,False,0.12696764331132948
61,5.0,0.0,0.0,False,0.12696764331132948
62,5.0,0.0,0.0,False,0.12696764331132948
63,5.0,0.0,0.0,False,0.12696764331132948
64,5.0,0.0,0.0,False,0.12696764331132948
65,5.0,0.0,0.0,False,0.12696764331132948
66,5.0,0.0,0.0,False,0.12696764331132948
67,5.0,0.0,0.0,False,0.12696764331132948
68,5.0,0.0,0.0,False,0.12696764331132948
69,5.0,0.0,0.0,False,0.12696764331132948
70,5.0,0.0,0.0,False,0.12696764331132948
71,5.0,0.0,0.0,False,0.12696764331132948
72,5.0,0.0,0.0,False,0.12696764331132948
73,5.0,0.0,0.0,False,0.12696764331132948
74,5.0,0.0,0.0,False,0.12696764331132948
75,5.0,0.0,0.0,False,0.12696764331132948
76,5.0,0.0,0.0,False,0.12696764331132948
77,5.0,0.0,0.0,False,0.12696764331132948
78,5.0,0.0,0.0,False,0.12696764331132948
79,5.0,0.0,0.0,False,0.12696764331132948
80,5.0,0.0,0.0,False,0.12696764331132948
81,5.0,0.0,0.0,False,0.12696764331132948
82,5.0,0.0,0.0,False,0.12696764331132948
83,5.0,0.0,0.0,False,0.12696764331132948
84,5.0,0.0,0.0,False,0.12696764331132948
85,5.0,0.0,0.0,False,0.12696764331132948
86,5.0,0.0,0.0,False,0.12696764331132948
87,5.0,0.0,0.0,False,0.12696764331132948
88,5.0,0.0,0.0,False,0.12696764331132948
89,5.0,0.0,0.0,False,0.12696764331132948
90,5.0,0.0,0.0,False,0.12696764331132948
91,5.0,0.0,0.0,False,0.12696764331132948
92,5.0,0.0,0.0,False,0.12696764331132948
93,5.0,0.0,0.0,False,0.12696764331132948
94,5.0,0.0,0.0,False,0.12696764331132948
95,5.0,0.0,0.0,False,0.12696764331132948
96,5.0,0.0,0.0,False,0.12696764331132948
97,5.0,0.0,0.0,False,0.12696764331132948
98,5.0,0.0,0.0,False,0.12696764331132948
99,5.0,0.0,0.0,False,0.12696764331132948
100,5.0,0.0,0.0,False,0.12696764331132948
101,5.0,0.0,0.0,False,0.12696764331132948
102,5.0,0.0,0.0,False,0.12696764331132948
103,5.0,0.0,0.0,False,0.12696764331132948
104,5.0,0.0,0.0,False,0.12696764331132948
105,5.0,0.0,0.0,False,0.12696764331132948
106,5.0,0.0,0.0,False,0.12696764331132948
107,5.0,0.0,0.0,False,0.12696764331132948
108,5.0,0.0,0.0,False,0.12696764331132948
109,5.0,0.0,0.0,False,0.12696764331132948
110,5.0,0.0,0.0,False,0.12696764331132948
111,5.0,0.0,0.0,False,0.12696764331132948
112,5.0,0.0,0.0,False,0.12696764331132948
113,5.0,0.0,0.0,False,0.12696764331132948
114,5.0,0.0,0.0,False,0.12696764331132948
